"type","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"white",4,5,1,5,5,2,5,5,5,2,1,4
"white",3,3,2,4,3,3,5,4,3,4,2,6
"white",1,3,3,1,2,2,2,1,3,4,3,6
"white",3,2,5,5,3,4,4,5,3,2,1,5
"white",3,2,3,3,2,2,3,2,5,5,4,6
"white",1,3,1,5,3,5,5,4,5,2,2,5
"white",1,1,2,3,1,5,4,2,5,3,4,6
"white",1,1,2,3,1,4,4,2,5,3,4,6
"white",1,1,2,3,2,4,4,2,5,2,4,7
"white",4,3,2,5,4,3,4,5,2,4,1,5
"white",1,4,1,4,3,5,5,2,5,5,3,5
"white",1,2,3,1,3,4,3,1,5,3,4,7
"white",1,3,2,5,4,4,5,5,5,2,1,4
"white",2,2,3,5,3,5,5,4,5,3,3,6
"white",2,2,2,5,3,4,4,4,5,2,2,5
"white",2,2,3,5,4,3,5,4,5,2,2,5
"white",2,2,2,4,4,4,5,4,3,2,1,5
"white",2,4,5,1,4,1,4,2,2,4,2,4
"white",4,1,4,5,3,5,4,4,2,1,1,6
"white",1,3,1,4,2,4,5,3,2,5,3,5
"white",3,2,4,5,4,4,5,5,1,3,1,7
"white",1,2,2,5,4,4,4,4,5,2,2,6
"white",2,2,4,3,3,5,4,1,5,5,4,7
"white",4,3,4,4,1,3,3,2,2,2,5,6
"white",5,3,4,3,1,3,2,2,1,1,4,6
"white",4,4,1,3,3,1,4,2,5,2,3,5
"white",2,3,2,3,4,4,5,1,3,1,4,5
"white",3,3,1,1,2,5,5,2,2,2,3,4
"white",3,3,2,2,3,1,2,2,2,1,2,5
"white",3,2,4,5,1,5,4,3,5,3,5,7
"white",3,5,1,4,5,2,5,4,5,2,1,4
"white",3,1,4,4,4,5,5,4,5,3,2,6
"white",4,3,1,1,4,3,3,3,5,3,2,5
"white",3,2,4,2,2,4,5,1,5,5,5,6
"white",1,1,2,1,3,4,5,2,5,2,3,6
"white",2,2,5,5,3,5,5,4,3,4,1,5
"white",4,4,2,4,4,4,5,4,2,4,1,6
"white",2,3,4,2,2,2,2,1,5,4,5,6
"white",3,3,4,5,2,5,4,3,5,3,5,8
"white",2,3,3,2,2,2,3,2,5,5,3,6
"white",2,3,5,5,3,5,5,4,2,4,2,5
"white",1,3,2,4,4,4,5,3,3,1,1,6
"white",1,3,2,5,4,5,5,5,3,2,1,6
"white",1,3,4,3,1,2,2,1,5,2,5,7
"white",2,3,1,1,2,5,4,2,3,1,3,5
"white",3,4,5,1,4,1,5,2,1,2,2,5
"white",1,2,2,5,4,3,5,4,3,2,2,6
"white",2,3,3,3,5,5,5,3,2,3,2,5
"white",5,5,3,2,4,5,5,2,1,2,4,5
"white",1,4,2,5,4,5,5,5,5,2,1,5
"white",3,2,4,4,2,2,3,3,5,3,4,7
"white",3,5,3,5,5,2,5,5,2,5,1,4
"white",4,3,3,5,3,5,5,4,2,3,1,6
"white",2,1,4,2,2,4,3,2,5,4,4,7
"white",3,1,4,2,2,3,4,2,5,4,3,4
"white",1,4,1,4,2,4,5,3,3,4,3,6
"white",1,4,1,4,2,4,5,3,3,4,2,5
"white",1,4,1,4,2,4,5,3,3,5,2,5
"white",4,3,5,5,2,5,5,5,2,5,2,6
"white",2,4,2,5,3,5,5,5,3,2,2,5
"white",2,1,4,1,1,2,2,1,3,4,4,6
"white",4,3,5,5,2,5,5,5,3,4,2,5
"white",4,3,5,5,2,5,5,5,1,4,2,5
"white",5,4,5,5,2,3,5,5,1,5,2,5
"white",1,4,1,3,1,2,4,1,5,5,5,7
"white",2,4,1,1,2,2,2,2,3,2,3,4
"white",2,4,2,1,2,3,3,1,2,2,3,6
"white",1,2,2,3,2,2,3,1,5,3,5,6
"white",5,3,5,4,1,1,1,2,1,1,4,5
"white",1,3,1,4,2,5,5,3,2,4,3,5
"white",4,1,5,3,3,5,5,3,2,4,4,6
"white",4,1,5,5,3,4,3,5,2,3,3,6
"white",1,5,1,1,3,1,2,2,2,2,1,5
"white",5,3,5,1,1,3,3,1,2,3,5,6
"white",2,3,4,4,2,5,5,3,5,2,3,5
"white",1,4,2,3,2,4,5,2,5,3,4,6
"white",1,2,2,2,2,4,4,2,5,5,3,7
"white",4,4,3,4,3,2,5,4,1,4,1,6
"white",3,3,4,5,2,4,4,5,1,3,1,5
"white",4,3,5,2,2,4,3,2,5,3,3,7
"white",2,3,5,4,4,5,5,4,1,2,1,5
"white",1,3,5,1,3,2,5,3,5,3,3,5
"white",3,3,4,1,1,2,3,1,5,2,5,6
"white",2,4,3,1,1,3,2,1,5,2,5,8
"white",4,3,4,2,1,2,3,1,2,1,4,7
"white",2,4,1,1,2,4,4,2,2,2,3,5
"white",2,2,3,3,2,4,3,1,5,5,5,7
"white",3,2,4,4,4,2,2,3,1,4,2,5
"white",2,1,3,4,2,4,4,3,5,2,3,5
"white",1,4,2,1,5,1,5,2,2,4,2,5
"white",2,2,3,5,2,3,4,4,5,4,3,6
"white",1,2,5,5,3,5,5,4,5,2,2,6
"white",5,3,5,4,1,1,1,2,1,1,4,7
"white",2,2,3,5,4,4,5,5,1,3,1,6
"white",3,4,2,5,2,3,5,4,5,4,1,5
"white",2,2,3,4,2,2,3,3,2,3,2,6
"white",3,2,3,3,1,4,4,2,3,1,4,7
"white",3,4,4,3,1,1,1,1,5,1,5,3
"white",1,1,3,1,1,2,1,1,5,4,4,6
"white",3,1,4,2,1,3,4,2,5,4,3,6
"white",1,2,2,5,1,4,4,5,5,2,2,5
"white",4,4,2,4,2,3,4,3,3,2,3,5
"white",4,1,5,2,1,4,3,1,5,4,5,6
"white",3,2,4,4,1,3,5,3,3,4,3,6
"white",4,3,4,4,4,5,5,2,1,1,5,6
"white",3,1,4,4,3,4,5,4,5,4,2,6
"white",4,3,5,4,1,5,5,2,1,1,4,6
"white",4,3,4,4,1,5,5,2,1,1,5,6
"white",3,1,5,5,2,5,5,4,2,4,3,6
"white",2,1,5,5,2,5,4,5,2,3,2,6
"white",1,4,5,2,5,1,4,2,2,3,1,5
"white",3,3,5,2,1,3,3,1,5,3,5,7
"white",1,2,2,5,4,5,5,5,5,2,2,5
"white",3,2,4,5,4,5,5,5,5,5,1,6
"white",3,1,4,1,4,5,4,2,5,5,2,7
"white",3,1,4,1,3,5,4,2,5,5,2,7
"white",3,2,5,5,4,5,5,5,1,4,1,5
"white",1,4,1,5,2,4,3,5,5,4,3,6
"white",4,3,5,1,3,4,4,2,1,2,4,6
"white",2,5,5,5,5,5,5,5,2,2,1,5
"white",3,1,4,1,1,1,1,1,3,4,4,6
"white",2,1,4,4,2,4,3,4,5,1,1,7
"white",3,1,3,4,3,3,3,3,5,2,2,7
"white",2,1,5,1,5,5,4,2,2,1,1,7
"white",2,2,5,1,5,5,4,2,2,1,1,7
"white",1,3,3,5,2,5,5,5,5,2,2,5
"white",5,3,5,5,1,3,3,4,3,2,3,9
"white",2,2,5,2,5,3,2,2,3,4,5,6
"white",5,1,5,1,2,2,2,2,1,4,4,6
"white",4,2,1,5,4,5,5,5,2,3,1,5
"white",3,2,4,5,4,5,5,5,5,5,2,7
"white",5,1,5,5,4,4,4,5,5,5,1,8
"white",1,4,1,1,2,1,1,1,5,1,4,4
"white",4,3,1,4,4,4,5,4,2,4,1,6
"white",4,3,2,5,2,3,3,5,5,1,1,6
"white",4,4,2,5,2,3,3,5,5,1,1,6
"white",1,4,1,4,2,3,3,3,5,2,3,7
"white",1,2,3,2,1,3,2,2,5,5,4,7
"white",2,5,1,3,3,4,4,3,2,4,3,5
"white",4,3,2,1,3,4,5,2,1,3,1,5
"white",4,3,2,4,3,4,4,4,2,2,1,5
"white",4,4,2,4,4,4,5,4,1,4,1,6
"white",3,2,3,5,3,5,4,5,5,5,2,6
"white",1,1,2,3,2,3,3,3,5,1,2,6
"white",1,1,3,1,2,1,2,1,5,4,4,8
"white",4,3,5,5,2,4,4,5,1,2,1,6
"white",1,3,5,4,3,5,5,3,3,2,1,5
"white",3,4,4,5,3,5,5,5,1,3,1,5
"white",2,2,3,5,2,5,5,5,5,2,2,7
"white",4,3,4,4,1,3,3,3,3,2,2,6
"white",2,3,2,5,3,5,5,5,3,2,2,5
"white",1,3,2,5,3,5,5,5,2,2,2,6
"white",1,4,1,5,3,5,5,5,2,1,1,6
"white",1,3,2,5,3,5,5,5,3,2,2,6
"white",1,4,1,1,4,2,3,2,3,4,1,6
"white",2,4,2,1,4,1,4,3,5,3,1,7
"white",2,2,3,5,3,4,5,5,5,2,2,6
"white",5,4,2,5,4,4,5,5,1,4,3,6
"white",1,3,1,3,2,3,3,3,1,2,1,5
"white",5,1,5,4,2,1,2,3,2,3,5,5
"white",2,5,1,4,1,3,4,4,3,3,1,5
"white",2,4,3,1,1,3,2,1,5,4,5,9
"white",4,5,1,5,4,3,5,4,1,4,1,6
"white",3,1,1,4,4,4,2,3,5,2,2,5
"white",2,1,2,4,3,4,3,3,5,2,2,6
"white",3,2,4,4,2,4,5,4,5,4,2,6
"white",3,2,4,4,3,3,4,3,5,4,3,6
"white",4,2,4,2,1,3,4,1,5,3,5,9
"white",3,1,4,5,3,2,2,4,2,2,4,7
"white",3,1,4,1,2,2,2,2,2,2,4,7
"white",4,1,3,2,4,4,3,4,5,5,3,6
"white",4,1,4,4,2,4,4,2,1,4,5,4
"white",4,3,4,3,3,4,3,1,5,3,5,8
"white",3,2,4,1,1,3,2,1,3,2,5,6
"white",4,4,4,3,2,4,3,1,2,2,5,8
"white",4,2,4,2,1,3,5,1,5,1,5,8
"white",4,4,4,4,1,1,3,2,2,1,5,7
"white",4,4,4,4,2,1,3,2,2,1,5,7
"white",5,2,3,5,3,4,5,5,2,2,1,7
"white",3,1,4,2,2,4,2,2,3,4,4,7
"white",4,2,3,1,1,3,3,1,5,3,4,8
"white",2,2,4,5,1,5,4,5,1,1,1,5
"white",5,4,2,1,1,2,2,2,2,1,4,5
"white",1,1,2,2,1,3,3,1,5,2,5,6
"white",5,4,5,5,2,5,5,5,2,4,2,5
"white",3,1,4,1,2,4,3,2,5,5,2,7
"white",4,4,5,5,2,4,4,5,1,3,1,5
"white",4,1,4,2,2,3,3,3,5,5,3,7
"white",5,4,5,5,2,5,5,5,2,3,2,5
"white",2,2,4,5,2,5,4,4,3,4,3,7
"white",2,3,3,3,5,5,5,3,3,2,2,5
"white",5,3,4,2,1,4,2,2,3,5,3,8
"white",4,2,5,5,2,5,5,5,5,5,1,7
"white",1,4,1,4,1,4,4,3,5,4,3,6
"white",1,3,3,2,1,3,3,1,3,3,5,6
"white",1,4,1,4,1,4,4,2,5,4,3,5
"white",1,3,3,2,1,3,3,1,2,1,5,6
"white",4,1,5,5,2,4,4,5,3,5,1,8
"white",4,3,5,5,2,5,5,5,5,5,1,7
"white",4,2,3,1,2,4,2,2,3,5,3,6
"white",1,5,5,5,5,1,4,3,1,3,2,5
"white",2,2,1,3,1,3,3,1,1,1,4,6
"white",5,1,5,1,2,1,1,3,1,1,2,3
"white",4,1,3,1,1,1,2,2,5,1,3,5
"white",3,2,3,2,2,3,4,2,3,4,3,7
"white",3,4,4,3,1,5,3,1,5,1,5,9
"white",1,3,4,1,5,4,2,2,3,1,3,6
"white",1,1,5,1,5,4,3,2,3,1,1,6
"white",3,1,4,2,2,2,3,2,5,5,5,8
"white",5,4,5,2,2,1,3,3,3,3,3,6
"white",4,2,5,4,1,2,3,2,2,4,5,6
"white",3,2,3,5,1,4,5,5,5,3,2,6
"white",1,4,2,3,1,2,3,1,5,5,5,7
"white",4,2,3,1,2,4,5,2,3,3,4,6
"white",2,3,3,2,3,4,2,2,5,5,4,7
"white",1,3,1,4,3,4,5,3,5,5,3,6
"white",1,2,1,1,1,4,3,1,5,1,4,7
"white",1,2,3,1,2,4,3,2,5,3,2,5
"white",3,3,3,1,2,4,3,1,2,1,5,7
"white",1,1,4,1,2,2,2,2,3,3,3,6
"white",3,1,2,4,3,5,5,3,3,3,3,6
"white",3,3,2,1,3,1,2,2,2,2,3,6
"white",2,2,3,1,2,1,2,1,1,3,4,6
"white",2,1,4,4,4,3,4,3,5,4,4,7
"white",5,3,3,5,3,3,3,5,5,1,2,6
"white",1,3,4,5,3,5,5,5,2,1,1,5
"white",1,3,3,4,3,5,5,3,3,1,2,6
"white",3,2,2,3,4,5,4,3,1,2,1,8
"white",5,1,5,1,3,1,2,3,1,5,4,4
"white",5,3,5,1,3,1,2,3,2,4,3,4
"white",3,2,4,2,2,3,3,1,5,2,5,8
"white",5,2,4,5,4,2,4,5,5,2,2,4
"white",4,2,3,5,3,5,5,5,2,3,1,5
"white",2,4,1,4,2,3,4,3,2,5,3,5
"white",1,4,1,4,2,2,4,3,2,5,3,5
"white",2,4,1,4,2,2,4,3,2,5,3,5
"white",1,3,1,1,2,1,1,2,5,1,1,5
"white",5,3,2,1,3,1,2,3,3,1,2,4
"white",4,1,4,3,2,4,4,3,5,4,3,7
"white",4,3,3,1,2,2,3,2,1,1,4,6
"white",3,2,4,1,1,3,3,1,1,1,5,6
"white",5,1,4,1,2,2,3,2,1,1,3,7
"white",3,1,3,3,4,5,4,3,5,2,2,7
"white",4,3,5,5,2,5,4,5,2,2,1,6
"white",2,2,2,5,3,5,5,4,3,2,3,6
"white",5,3,4,2,3,5,4,2,5,3,4,8
"white",2,3,2,3,3,1,2,2,5,2,2,5
"white",1,5,1,3,2,3,2,2,5,1,1,5
"white",2,2,3,3,4,5,5,2,1,3,2,7
"white",2,2,4,5,4,5,5,5,5,2,3,5
"white",1,4,5,5,3,4,3,5,2,3,1,5
"white",4,1,5,4,1,2,2,2,2,1,5,7
"white",2,2,5,5,1,5,5,5,2,1,1,5
"white",1,3,3,4,2,5,5,3,5,2,2,5
"white",1,3,5,5,2,5,5,5,2,1,1,5
"white",1,3,5,4,2,5,5,3,2,1,1,5
"white",2,4,3,1,3,1,2,2,2,2,4,5
"white",1,4,3,4,3,5,5,3,5,4,3,6
"white",4,2,3,5,3,4,5,5,1,2,2,7
"white",1,4,2,4,1,4,5,3,2,4,2,5
"white",2,3,5,5,2,5,5,4,5,3,2,6
"white",1,4,1,1,2,3,2,2,5,2,3,7
"white",3,5,4,3,1,3,4,1,2,1,5,7
"white",2,1,3,4,4,2,3,4,5,2,1,7
"white",2,1,3,4,4,3,3,3,5,2,3,7
"white",5,4,5,5,3,5,5,5,1,2,2,5
"white",5,1,4,1,2,3,4,2,1,1,3,5
"white",3,5,2,3,3,1,1,4,5,3,2,4
"white",4,2,4,4,1,1,2,3,3,2,5,5
"white",4,4,2,2,2,2,4,2,2,1,2,5
"white",4,2,4,5,1,3,4,4,2,3,2,6
"white",2,1,3,1,1,1,2,2,3,4,3,6
"white",5,2,4,1,2,4,3,2,1,1,3,5
"white",4,3,2,2,2,1,4,3,1,1,2,5
"white",2,2,3,1,2,3,2,2,5,4,3,7
"white",2,1,3,1,2,3,2,2,5,4,3,7
"white",4,2,4,5,3,4,5,5,1,2,1,6
"white",5,4,4,4,2,4,2,2,2,4,5,7
"white",1,1,2,3,1,2,3,2,5,3,5,6
"white",1,2,1,5,1,4,4,4,5,2,2,6
"white",5,2,5,3,1,1,2,2,2,1,5,5
"white",2,4,2,2,2,4,5,2,2,1,2,6
"white",3,2,4,5,2,4,4,5,3,2,1,6
"white",2,1,3,2,1,2,2,1,5,5,5,7
"white",1,4,1,1,1,3,2,1,5,1,5,7
"white",1,3,1,2,1,3,3,1,5,2,5,7
"white",3,1,4,2,3,1,3,2,5,5,5,6
"white",4,3,2,3,4,2,3,3,2,3,1,5
"white",2,1,3,3,4,5,3,3,5,2,3,6
"white",2,1,3,4,3,5,5,4,5,3,1,5
"white",4,3,3,4,2,3,4,3,5,4,4,7
"white",1,1,5,1,5,1,1,2,2,2,2,5
"white",1,1,5,1,5,1,1,2,2,2,2,6
"white",1,4,1,2,1,2,2,1,5,2,5,6
"white",1,4,4,3,1,2,2,1,5,2,5,6
"white",3,1,3,1,2,5,4,2,5,3,4,5
"white",1,4,1,2,3,3,3,2,5,3,3,6
"white",4,3,3,4,4,4,4,3,2,3,3,6
"white",4,3,3,4,4,5,4,3,2,2,3,6
"white",4,3,4,4,2,1,3,2,1,1,5,7
"white",5,1,4,3,2,4,4,2,1,1,3,6
"white",5,2,5,1,3,1,2,3,2,4,3,4
"white",2,2,2,5,3,5,5,4,3,1,3,5
"white",3,2,1,1,3,1,1,3,5,2,3,4
"white",5,1,4,2,2,3,5,3,5,4,2,6
"white",4,3,4,1,3,3,4,2,1,2,3,6
"white",1,2,4,1,3,1,1,2,5,5,3,5
"white",5,2,3,5,4,4,5,5,1,3,1,6
"white",4,2,5,2,3,5,5,2,1,4,3,7
"white",5,1,4,2,3,2,2,2,2,2,2,7
"white",2,3,4,4,3,5,5,3,2,2,2,5
"white",2,3,5,4,3,5,5,3,2,2,2,6
"white",3,2,4,1,4,2,4,2,5,3,3,7
"white",1,4,2,3,2,4,4,1,5,4,4,6
"white",2,1,2,3,3,2,2,2,5,5,4,6
"white",1,5,1,3,4,3,2,2,5,2,1,5
"white",2,2,4,1,4,5,5,2,5,4,3,7
"white",5,1,4,1,4,3,4,2,2,1,3,6
"white",4,1,5,1,2,3,3,2,2,5,3,6
"white",4,1,4,2,3,5,5,2,3,5,4,7
"white",5,1,5,2,4,3,2,3,2,2,3,6
"white",1,2,5,5,3,5,5,4,3,3,2,5
"white",1,1,2,5,4,5,4,5,5,2,1,5
"white",4,4,1,3,2,2,3,2,1,1,3,5
"white",3,4,5,5,4,4,4,4,1,5,1,5
"white",3,1,5,1,3,5,4,1,1,1,3,6
"white",5,1,2,1,3,5,5,3,3,4,2,6
"white",5,1,5,1,2,4,3,2,2,3,4,7
"white",3,1,3,4,1,5,5,2,5,1,4,8
"white",4,1,4,5,4,5,5,4,2,1,3,6
"white",3,4,5,3,5,2,5,2,5,5,5,6
"white",1,1,5,1,2,4,3,2,5,3,2,6
"white",2,1,5,1,2,5,4,2,5,3,3,6
"white",5,5,1,4,2,1,1,3,2,1,2,4
"white",3,2,4,1,4,5,3,3,5,4,3,7
"white",2,5,5,5,3,5,5,4,3,4,1,4
"white",3,1,4,2,4,3,5,3,5,4,3,6
"white",3,3,4,4,4,4,5,4,5,5,3,6
"white",5,5,5,5,5,4,5,5,1,5,1,3
"white",5,1,4,2,2,4,4,3,2,5,3,6
"white",4,1,4,1,4,2,2,2,5,5,4,5
"white",3,5,2,4,3,1,2,3,3,4,2,5
"white",3,1,4,4,1,4,2,3,5,3,1,7
"white",4,1,4,1,1,1,2,2,1,5,4,5
"white",5,5,3,2,3,2,4,3,3,5,4,4
"white",4,3,3,1,2,2,2,2,1,4,4,5
"white",4,5,3,4,2,2,2,3,3,2,4,4
"white",4,4,5,5,3,5,5,5,1,1,1,5
"white",4,2,4,1,3,2,2,2,2,3,4,7
"white",4,1,4,2,3,3,2,2,2,2,3,5
"white",2,1,1,1,3,2,3,2,5,2,3,5
"white",3,3,5,2,1,1,1,2,1,2,3,5
"white",5,4,4,1,2,2,2,2,1,2,1,5
"white",1,4,4,3,1,4,3,1,5,4,5,6
"white",4,2,4,4,3,3,4,4,2,4,1,5
"white",3,2,5,1,5,5,3,2,1,1,1,6
"white",4,3,5,1,1,2,2,1,1,1,4,5
"white",5,3,5,2,3,2,3,4,2,5,3,4
"white",5,2,4,2,3,3,3,3,1,2,3,5
"white",4,2,4,1,4,3,3,2,5,2,4,6
"white",4,5,2,5,5,4,5,5,5,2,1,5
"white",1,3,1,1,5,5,5,3,5,4,1,4
"white",5,2,4,2,4,3,3,2,2,5,5,7
"white",3,2,2,4,4,5,5,4,5,4,2,5
"white",2,2,2,3,5,4,5,3,5,5,2,5
"white",5,2,4,2,4,5,4,3,5,5,4,6
"white",5,2,4,5,4,3,3,5,3,3,2,5
"white",2,3,5,4,3,5,5,3,2,2,1,6
"white",4,1,4,3,2,4,3,2,2,3,4,7
"white",5,4,5,4,1,1,2,1,1,1,5,7
"white",3,1,4,1,1,4,4,2,5,4,4,6
"white",5,4,3,1,2,3,5,2,1,4,4,7
"white",5,3,3,4,2,3,3,3,1,1,4,7
"white",4,4,3,4,3,3,5,3,1,2,4,5
"white",1,5,5,5,3,3,5,5,3,3,1,6
"white",2,4,1,3,1,3,3,1,3,4,5,7
"white",4,3,3,4,3,4,5,5,5,4,3,6
"white",4,2,5,1,2,4,4,3,3,5,3,5
"white",2,2,4,5,4,5,5,5,5,2,2,5
"white",4,4,3,4,3,3,5,3,5,3,3,6
"white",3,1,3,3,4,3,3,3,5,1,1,7
"white",2,3,2,4,2,5,4,3,5,1,2,6
"white",4,1,4,5,3,4,5,5,1,2,1,6
"white",2,2,1,4,1,3,4,3,5,1,3,7
"white",4,3,5,5,2,5,4,5,1,2,1,5
"white",1,2,5,3,1,2,3,2,5,3,4,8
"white",3,2,3,1,2,4,3,2,3,2,4,8
"white",3,1,3,3,1,2,3,2,3,1,3,7
"white",5,2,5,5,3,5,5,5,1,3,1,6
"white",3,2,4,1,4,3,4,2,5,2,3,6
"white",5,1,3,4,2,3,4,3,2,1,3,7
"white",4,2,3,4,3,5,5,4,2,1,1,5
"white",1,2,3,1,1,3,2,1,5,1,4,8
"white",2,3,2,4,2,4,4,3,5,1,3,6
"white",2,3,2,5,2,3,3,4,5,1,3,6
"white",1,3,1,3,1,1,3,1,5,5,5,7
"white",2,1,5,3,1,5,3,1,5,2,5,6
"white",2,1,4,1,1,5,4,1,5,3,4,5
"white",5,3,4,4,2,1,3,3,2,2,4,5
"white",1,3,5,3,1,3,5,2,5,3,5,7
"white",4,4,1,2,1,3,2,1,5,4,5,7
"white",1,3,2,2,1,1,2,1,3,3,5,7
"white",5,2,4,3,4,2,4,3,1,2,1,4
"white",5,1,4,1,2,2,2,1,1,4,5,6
"white",2,2,4,5,4,5,5,5,5,2,3,6
"white",4,1,4,1,3,2,2,2,5,2,4,5
"white",2,5,1,1,3,1,1,2,5,1,3,4
"white",3,1,4,2,3,4,2,2,2,1,3,8
"white",1,4,1,1,2,1,2,2,5,3,3,5
"white",5,5,4,4,2,4,5,5,5,5,2,5
"white",2,5,1,5,2,3,4,5,5,1,1,5
"white",2,1,3,5,4,4,3,5,5,2,1,6
"white",1,4,3,1,3,3,3,2,3,3,3,6
"white",2,2,4,1,2,4,2,1,5,1,4,7
"white",5,4,5,1,2,1,3,3,1,2,4,5
"white",5,2,4,1,3,2,4,2,1,3,4,5
"white",2,5,5,5,3,4,5,5,3,2,1,6
"white",2,1,3,2,2,5,5,1,2,1,5,7
"white",2,1,3,4,2,3,2,2,3,1,5,7
"white",1,1,2,1,3,2,2,2,5,2,2,5
"white",5,2,3,4,1,4,3,2,1,1,5,7
"white",3,1,2,1,3,4,4,2,3,2,1,6
"white",3,2,4,3,3,3,3,3,3,3,2,6
"white",3,4,3,5,2,3,4,5,3,4,1,5
"white",5,2,5,3,4,3,3,3,1,2,3,5
"white",4,4,4,3,2,2,3,3,5,2,3,5
"white",2,2,4,5,3,3,4,5,5,2,2,6
"white",1,2,5,4,1,5,5,1,5,1,5,8
"white",1,3,4,4,1,5,5,2,5,1,5,8
"white",5,3,5,3,4,4,4,4,2,4,2,5
"white",5,3,5,4,1,3,2,2,1,1,5,5
"white",5,1,3,1,5,2,1,2,2,2,3,6
"white",5,4,5,4,4,3,4,5,3,4,3,5
"white",4,2,3,1,3,3,3,2,5,2,3,5
"white",4,2,3,1,3,3,4,2,5,2,3,5
"white",3,3,1,4,2,5,5,4,2,2,1,5
"white",5,3,3,1,1,2,4,2,1,2,3,5
"white",5,4,3,1,2,1,5,3,3,3,2,5
"white",3,1,4,4,1,3,3,3,3,3,4,6
"white",2,2,2,4,2,5,5,3,2,1,2,5
"white",3,3,1,4,2,5,5,4,2,1,1,5
"white",1,5,1,1,2,3,2,2,5,1,2,4
"white",1,4,1,1,1,3,2,2,5,1,3,6
"white",5,1,3,3,2,4,5,4,5,2,1,4
"white",4,4,4,2,1,3,5,3,5,3,3,4
"white",4,3,3,5,4,2,4,5,2,1,1,6
"white",1,2,2,3,5,5,5,3,5,1,2,6
"white",4,1,4,1,4,5,4,3,5,5,2,6
"white",2,2,4,4,2,3,4,3,2,4,3,7
"white",5,2,5,1,4,2,2,2,1,1,3,6
"white",1,2,3,4,1,4,3,3,5,2,3,5
"white",1,5,2,1,2,1,2,2,3,1,2,5
"white",4,2,5,1,3,2,3,3,3,4,3,6
"white",4,1,4,1,2,2,2,2,3,1,4,5
"white",4,2,5,3,4,2,3,4,5,3,3,6
"white",5,5,5,4,1,2,3,3,2,1,2,5
"white",4,2,5,2,2,1,3,1,1,5,5,6
"white",4,2,3,2,3,3,2,2,5,4,4,5
"white",4,2,2,5,2,5,5,5,5,3,3,6
"white",2,2,4,4,2,5,5,4,1,2,1,5
"white",2,3,4,5,2,3,5,5,5,3,2,7
"white",3,2,3,2,2,2,5,3,5,4,3,6
"white",5,4,4,3,2,4,5,3,1,1,1,5
"white",4,1,2,3,3,3,3,3,3,1,2,5
"white",4,4,5,4,1,2,3,4,2,1,3,6
"white",2,2,3,2,1,4,4,2,3,2,3,6
"white",5,5,3,3,1,4,4,1,3,2,5,7
"white",2,4,5,5,4,5,5,5,2,3,1,5
"white",4,3,4,1,3,2,5,3,2,2,1,5
"white",2,2,4,2,1,4,2,1,5,1,4,8
"white",3,2,3,1,2,5,4,2,2,1,3,6
"white",4,2,5,1,4,1,1,3,2,2,2,5
"white",3,2,2,4,1,4,4,3,2,5,4,7
"white",3,2,3,5,5,3,3,5,1,2,1,6
"white",4,2,4,5,2,4,3,5,5,2,1,7
"white",1,4,1,4,1,4,5,4,5,4,2,6
"white",5,2,5,5,2,5,4,5,1,2,1,6
"white",4,2,4,4,1,1,2,3,1,3,4,7
"white",3,1,4,1,1,4,2,2,5,2,4,6
"white",3,1,4,1,1,3,2,2,5,2,4,7
"white",2,3,4,4,3,4,5,3,2,1,1,5
"white",1,4,1,1,3,1,2,1,5,2,4,6
"white",5,4,3,1,3,1,5,3,3,2,2,5
"white",3,2,5,5,2,5,5,5,1,1,1,6
"white",2,2,4,2,1,5,4,1,5,3,5,6
"white",5,2,5,1,1,3,3,1,3,2,5,6
"white",5,3,4,1,2,1,1,2,1,1,3,6
"white",4,3,4,4,4,3,5,4,5,1,2,5
"white",4,3,4,1,2,3,4,2,3,3,4,6
"white",5,2,5,1,1,1,1,2,1,2,4,6
"white",5,3,5,4,3,4,5,4,3,2,3,5
"white",5,4,4,1,1,2,2,1,1,1,5,8
"white",5,5,4,5,5,3,5,5,1,3,1,5
"white",4,2,5,4,1,3,3,2,1,1,4,8
"white",2,2,3,1,3,2,5,2,5,2,4,6
"white",1,4,3,4,1,5,3,2,5,4,5,7
"white",4,3,4,1,2,2,3,3,2,5,3,6
"white",4,2,4,3,1,3,2,1,5,4,5,7
"white",3,3,4,3,1,2,2,1,2,3,5,6
"white",3,1,4,4,2,2,3,3,2,2,3,5
"white",5,2,5,1,3,3,3,2,3,1,5,6
"white",5,4,5,1,1,2,2,1,3,1,5,3
"white",4,3,3,5,2,5,5,5,1,2,1,6
"white",5,4,4,3,1,4,3,2,3,4,5,7
"white",5,4,4,4,1,3,2,2,2,4,5,7
"white",4,4,3,4,2,3,3,3,5,2,4,6
"white",4,2,3,1,2,5,4,2,5,3,3,6
"white",4,3,3,2,2,5,5,2,1,3,3,5
"white",4,2,4,3,1,4,3,2,3,3,4,5
"white",3,4,4,3,2,4,3,1,1,2,5,7
"white",5,2,5,2,2,3,4,5,3,4,2,5
"white",5,1,2,2,2,4,5,3,5,2,1,6
"white",4,1,5,2,2,4,5,3,5,2,3,7
"white",5,4,5,4,1,4,4,2,1,1,5,7
"white",2,2,1,4,2,2,3,3,5,1,3,5
